OYSTERPONDS UNION FREE SCHOOL,2012-2013,,,,,,,DISTRICT TOTAL,23405 MAIN RD,ORIENT,NY,11957
OYSTERPONDS UNION FREE SCHOOL,2012-2013,,,,,,,ELEMENTARY,23405 MAIN RD,ORIENT,NY,11957
OYSTERPONDS UNION FREE SCHOOL,2012-2013,,,,,,,MIDDLE/HIGH,23405 MAIN RD,ORIENT,NY,11957
GREENPORT UNION FREE SCHOOL,2012-2013,33,0.20,39,0.24,72,0.44,DISTRICT TOTAL,720 FRONT ST,GREENPORT,NY,11944
GREENPORT UNION FREE SCHOOL,2012-2013,19,0.23,22,0.26,41,0.49,ELEMENTARY,720 FRONT ST,GREENPORT,NY,11944
GREENPORT UNION FREE SCHOOL,2012-2013,14,0.18,17,0.22,31,0.39,MIDDLE/HIGH,720 FRONT ST,GREENPORT,NY,11944
MATTITUCK-CUTCHOGUE U F S,2012-2013,57,0.12,70,0.15,127,0.27,DISTRICT TOTAL,385 DEPOT LN,CUTCHOGUE,NY,11935
MATTITUCK-CUTCHOGUE U F S,2012-2013,26,0.13,30,0.14,56,0.27,ELEMENTARY,385 DEPOT LN,CUTCHOGUE,NY,11935
MATTITUCK-CUTCHOGUE U F S,2012-2013,31,0.12,40,0.15,71,0.27,MIDDLE/HIGH,385 DEPOT LN,CUTCHOGUE,NY,11935
NEW SUFFOLK COMMON SCHOOL,2012-2013,,,,,,,DISTRICT TOTAL,1295 4TH ST,NEW SUFFOLK,NY,11956
NEW SUFFOLK COMMON SCHOOL,2012-2013,,,,,,,ELEMENTARY,1295 4TH ST,NEW SUFFOLK,NY,11956
NEW SUFFOLK COMMON SCHOOL,2012-2013,,,,,,,MIDDLE/HIGH,1295 4TH ST,NEW SUFFOLK,NY,11956
FALLSBURGH CENTRAL SCHOOL,2012-2013,78,0.17,106,0.23,184,0.39,DISTRICT TOTAL,115 BRICKMAN RD,FALLSBURG,NY,12733
FALLSBURGH CENTRAL SCHOOL,2012-2013,51,0.15,78,0.23,129,0.38,ELEMENTARY,115 BRICKMAN RD,FALLSBURG,NY,12733
FALLSBURGH CENTRAL SCHOOL,2012-2013,27,0.21,28,0.22,55,0.43,MIDDLE/HIGH,115 BRICKMAN RD,FALLSBURG,NY,12733
ELDRED CENTRAL SCHOOL,2012-2013,88,0.20,90,0.20,178,0.39,DISTRICT TOTAL,600 RT 55,ELDRED,NY,12732
ELDRED CENTRAL SCHOOL,2012-2013,48,0.18,52,0.20,100,0.38,ELEMENTARY,600 RT 55,ELDRED,NY,12732
ELDRED CENTRAL SCHOOL,2012-2013,20,0.21,19,0.20,39,0.42,MIDDLE/HIGH,600 RT 55,ELDRED,NY,12732
ROSCOE CENTRAL SCHOOL,2012-2013,9,0.09,24,0.25,33,0.34,DISTRICT TOTAL,6 ACADEMY ST,ROSCOE,NY,12776
ROSCOE CENTRAL SCHOOL,2012-2013,,,17,0.29,17,0.29,ELEMENTARY,6 ACADEMY ST,ROSCOE,NY,12776
ROSCOE CENTRAL SCHOOL,2012-2013,6,0.22,5,0.19,11,0.41,MIDDLE/HIGH,6 ACADEMY ST,ROSCOE,NY,12776
LIVINGSTON MANOR CENT SCH,2012-2013,12,0.07,14,0.09,26,0.16,DISTRICT TOTAL,19 SCHOOL ST,LIVINGSTON MANOR,NY,12758
LIVINGSTON MANOR CENT SCH,2012-2013,,,,,,,ELEMENTARY,19 SCHOOL ST,LIVINGSTON MANOR,NY,12758
LIVINGSTON MANOR CENT SCH,2012-2013,5,0.08,6,0.09,11,0.16,MIDDLE/HIGH,19 SCHOOL ST,LIVINGSTON MANOR,NY,12758
SULLIVAN WEST CSD,2012-2013,77,0.18,97,0.23,174,0.42,DISTRICT TOTAL,33 SCHOOLHOUSE RD,JEFFERSONVILLE,NY,12748
SULLIVAN WEST CSD,2012-2013,34,0.14,52,0.22,86,0.36,ELEMENTARY,33 SCHOOLHOUSE RD,JEFFERSONVILLE,NY,12748
SULLIVAN WEST CSD,2012-2013,43,0.24,45,0.25,88,0.49,MIDDLE/HIGH,33 SCHOOLHOUSE RD,JEFFERSONVILLE,NY,12748
WAVERLY CENTRAL SCHOOL,2012-2013,62,0.18,58,0.17,120,0.35,DISTRICT TOTAL,15 FREDERICK ST,WAVERLY,NY,14892
WAVERLY CENTRAL SCHOOL,2012-2013,42,0.20,29,0.14,71,0.34,ELEMENTARY,15 FREDERICK ST,WAVERLY,NY,14892
WAVERLY CENTRAL SCHOOL,2012-2013,20,0.15,29,0.22,49,0.36,MIDDLE/HIGH,15 FREDERICK ST,WAVERLY,NY,14892
CANDOR CENTRAL SCHOOL,2012-2013,21,0.28,,,21,0.28,DISTRICT TOTAL,1 ACADEMY ST,CANDOR,NY,13743
CANDOR CENTRAL SCHOOL,2012-2013,17,0.29,,,17,0.29,ELEMENTARY,1 ACADEMY ST,CANDOR,NY,13743
CANDOR CENTRAL SCHOOL,2012-2013,,,,,,,MIDDLE/HIGH,1 ACADEMY ST,CANDOR,NY,13743
SPENCER VAN ETTEN CENTRAL SCHOOL,2012-2013,84,0.20,84,0.20,168,0.40,DISTRICT TOTAL,16 DARTTS CROSSROAD,SPENCER,NY,14883
SPENCER VAN ETTEN CENTRAL SCHOOL,2012-2013,53,0.21,47,0.19,100,0.39,ELEMENTARY,16 DARTTS CROSSROAD,SPENCER,NY,14883
SPENCER VAN ETTEN CENTRAL SCHOOL,2012-2013,31,0.19,37,0.23,68,0.42,MIDDLE/HIGH,16 DARTTS CROSSROAD,SPENCER,NY,14883
GROTON CENTRAL SCHOOL,2012-2013,60,0.18,66,0.19,126,0.37,DISTRICT TOTAL,400 PERU RD,GROTON,NY,13073
GROTON CENTRAL SCHOOL,2012-2013,40,0.18,41,0.19,81,0.37,ELEMENTARY,400 PERU RD,GROTON,NY,13073
GROTON CENTRAL SCHOOL,2012-2013,20,0.17,25,0.21,45,0.38,MIDDLE/HIGH,400 PERU RD,GROTON,NY,13073
ITHACA CITY SCHOOLS,2012-2013,212,0.14,186,0.12,398,0.25,DISTRICT TOTAL,400 LAKE ST,ITHACA,NY,14851
ITHACA CITY SCHOOLS,2012-2013,131,0.13,108,0.11,239,0.24,ELEMENTARY,400 LAKE ST,ITHACA,NY,14851
ITHACA CITY SCHOOLS,2012-2013,81,0.15,78,0.14,159,0.28,MIDDLE/HIGH,400 LAKE ST,ITHACA,NY,14851
LANSING CENTRAL SCHOOL,2012-2013,54,0.15,46,0.13,100,0.27,DISTRICT TOTAL,284 RIDGE RD,LANSING,NY,14882
LANSING CENTRAL SCHOOL,2012-2013,32,0.17,16,0.08,48,0.25,ELEMENTARY,284 RIDGE RD,LANSING,NY,14882
LANSING CENTRAL SCHOOL,2012-2013,22,0.13,30,0.17,52,0.30,MIDDLE/HIGH,284 RIDGE RD,LANSING,NY,14882
KINGSTON CITY SCHOOLS,2012-2013,393,0.18,527,0.24,920,0.41,DISTRICT TOTAL,61 CROWN ST,KINGSTON,NY,12401
KINGSTON CITY SCHOOLS,2012-2013,219,0.17,303,0.23,522,0.39,ELEMENTARY,61 CROWN ST,KINGSTON,NY,12401
KINGSTON CITY SCHOOLS,2012-2013,174,0.19,224,0.25,398,0.44,MIDDLE/HIGH,61 CROWN ST,KINGSTON,NY,12401
HIGHLAND CENTRAL SCHOOL,2012-2013,80,0.14,101,0.18,181,0.32,DISTRICT TOTAL,320 PANCAKE HOLLOW RD,HIGHLAND,NY,12528
HIGHLAND CENTRAL SCHOOL,2012-2013,43,0.14,45,0.15,88,0.29,ELEMENTARY,320 PANCAKE HOLLOW RD,HIGHLAND,NY,12528
HIGHLAND CENTRAL SCHOOL,2012-2013,37,0.14,63,0.25,100,0.39,MIDDLE/HIGH,320 PANCAKE HOLLOW RD,HIGHLAND,NY,12528
MARLBORO CENTRAL SCHOOL,2012-2013,77,0.14,111,0.20,188,0.33,DISTRICT TOTAL,1510 RTE 9W-STE 201,MARLBORO,NY,12542
MARLBORO CENTRAL SCHOOL,2012-2013,50,0.16,62,0.19,112,0.35,ELEMENTARY,1510 RTE 9W-STE 201,MARLBORO,NY,12542
MARLBORO CENTRAL SCHOOL,2012-2013,27,0.11,49,0.20,76,0.31,MIDDLE/HIGH,1510 RTE 9W-STE 201,MARLBORO,NY,12542
NEW PALTZ CENTRAL SCHOOL,2012-2013,120,0.18,70,0.11,190,0.29,DISTRICT TOTAL,196 MAIN ST,NEW PALTZ,NY,12561
NEW PALTZ CENTRAL SCHOOL,2012-2013,54,0.17,29,0.09,83,0.26,ELEMENTARY,196 MAIN ST,NEW PALTZ,NY,12561
NEW PALTZ CENTRAL SCHOOL,2012-2013,66,0.20,41,0.12,107,0.32,MIDDLE/HIGH,196 MAIN ST,NEW PALTZ,NY,12561
WALLKILL CENTRAL SCHOOL,2012-2013,161,0.15,217,0.20,378,0.34,DISTRICT TOTAL,19 MAIN ST,WALLKILL,NY,12589
WALLKILL CENTRAL SCHOOL,2012-2013,79,0.13,102,0.17,181,0.30,ELEMENTARY,19 MAIN ST,WALLKILL,NY,12589
WALLKILL CENTRAL SCHOOL,2012-2013,82,0.17,115,0.23,197,0.40,MIDDLE/HIGH,19 MAIN ST,WALLKILL,NY,12589
BOLTON CENTRAL SCHOOL,2012-2013,10,0.16,9,0.14,19,0.30,DISTRICT TOTAL,26 HORICON AVE,BOLTON LANDING,NY,12814
BOLTON CENTRAL SCHOOL,2012-2013,5,0.16,5,0.16,10,0.31,ELEMENTARY,26 HORICON AVE,BOLTON LANDING,NY,12814
BOLTON CENTRAL SCHOOL,2012-2013,5,0.19,8,0.31,13,0.50,MIDDLE/HIGH,26 HORICON AVE,BOLTON LANDING,NY,12814
GLENS FALLS CITY SCHOOLS,2012-2013,117,0.17,120,0.17,237,0.34,DISTRICT TOTAL,15 QUADE ST,GLENS FALLS,NY,12801
GLENS FALLS CITY SCHOOLS,2012-2013,64,0.17,59,0.16,123,0.33,ELEMENTARY,15 QUADE ST,GLENS FALLS,NY,12801
GLENS FALLS CITY SCHOOLS,2012-2013,53,0.16,61,0.19,114,0.35,MIDDLE/HIGH,15 QUADE ST,GLENS FALLS,NY,12801
JOHNSBURG CENTRAL SCHOOL,2012-2013,22,0.17,41,0.31,63,0.48,DISTRICT TOTAL,165 MAIN ST,NORTH CREEK,NY,12853
JOHNSBURG CENTRAL SCHOOL,2012-2013,14,0.16,22,0.25,36,0.41,ELEMENTARY,165 MAIN ST,NORTH CREEK,NY,12853
JOHNSBURG CENTRAL SCHOOL,2012-2013,6,0.16,19,0.50,25,0.66,MIDDLE/HIGH,165 MAIN ST,NORTH CREEK,NY,12853
QUEENSBURY UNION FREE SCHOOL,2012-2013,212,0.17,189,0.15,401,0.32,DISTRICT TOTAL,429 AVIATION RD,QUEENSBURY,NY,12804
QUEENSBURY UNION FREE SCHOOL,2012-2013,124,0.18,98,0.14,222,0.32,ELEMENTARY,429 AVIATION RD,QUEENSBURY,NY,12804
QUEENSBURY UNION FREE SCHOOL,2012-2013,88,0.16,81,0.15,169,0.31,MIDDLE/HIGH,429 AVIATION RD,QUEENSBURY,NY,12804
GLENS FALLS COMMON SCHOOL,2012-2013,10,0.27,5,0.14,15,0.41,DISTRICT TOTAL,120 LAWRENCE ST,GLENS FALLS,NY,12801
GLENS FALLS COMMON SCHOOL,2012-2013,10,0.27,5,0.14,15,0.41,ELEMENTARY,120 LAWRENCE ST,GLENS FALLS,NY,12801
GLENS FALLS COMMON SCHOOL,2012-2013,,,,,,,MIDDLE/HIGH,120 LAWRENCE ST,GLENS FALLS,NY,12801
FORT ANN CENTRAL SCHOOL,2012-2013,32,0.21,38,0.25,70,0.46,DISTRICT TOTAL,1 CATHERINE ST,FORT ANN,NY,12827
FORT ANN CENTRAL SCHOOL,2012-2013,14,0.15,25,0.26,39,0.41,ELEMENTARY,1 CATHERINE ST,FORT ANN,NY,12827
FORT ANN CENTRAL SCHOOL,2012-2013,10,0.22,13,0.28,23,0.50,MIDDLE/HIGH,1 CATHERINE ST,FORT ANN,NY,12827
FORT EDWARD UNION FREE SCHOOL,2012-2013,45,0.20,47,0.21,92,0.40,DISTRICT TOTAL,220 BROADWAY,FORT EDWARD,NY,12828
FORT EDWARD UNION FREE SCHOOL,2012-2013,34,0.21,33,0.20,67,0.41,ELEMENTARY,220 BROADWAY,FORT EDWARD,NY,12828
FORT EDWARD UNION FREE SCHOOL,2012-2013,11,0.18,10,0.16,21,0.34,MIDDLE/HIGH,220 BROADWAY,FORT EDWARD,NY,12828
GRANVILLE CENTRAL SCHOOL,2012-2013,78,0.24,63,0.20,141,0.44,DISTRICT TOTAL,58 QUAKER ST,GRANVILLE,NY,12832
GRANVILLE CENTRAL SCHOOL,2012-2013,42,0.22,27,0.14,69,0.37,ELEMENTARY,58 QUAKER ST,GRANVILLE,NY,12832
GRANVILLE CENTRAL SCHOOL,2012-2013,36,0.27,36,0.27,72,0.54,MIDDLE/HIGH,58 QUAKER ST,GRANVILLE,NY,12832
GREENWICH CENTRAL SCHOOL,2012-2013,62,0.18,50,0.15,112,0.33,DISTRICT TOTAL,10 GRAY AVE,GREENWICH,NY,12834
GREENWICH CENTRAL SCHOOL,2012-2013,34,0.18,21,0.11,55,0.30,ELEMENTARY,10 GRAY AVE,GREENWICH,NY,12834
GREENWICH CENTRAL SCHOOL,2012-2013,28,0.18,29,0.19,57,0.37,MIDDLE/HIGH,10 GRAY AVE,GREENWICH,NY,12834
HUDSON FALLS CENTRAL SCHOOL,2012-2013,106,0.18,133,0.22,239,0.40,DISTRICT TOTAL,1153 BURGOYNE AVE,FORT EDWARD,NY,12828
HUDSON FALLS CENTRAL SCHOOL,2012-2013,63,0.18,68,0.20,131,0.38,ELEMENTARY,1153 BURGOYNE AVE,FORT EDWARD,NY,12828
HUDSON FALLS CENTRAL SCHOOL,2012-2013,43,0.17,65,0.26,108,0.44,MIDDLE/HIGH,1153 BURGOYNE AVE,FORT EDWARD,NY,12828
LYONS CENTRAL SCHOOL,2012-2013,50,0.20,60,0.23,110,0.43,DISTRICT TOTAL,10 CLYDE RD,LYONS,NY,14489
LYONS CENTRAL SCHOOL,2012-2013,25,0.17,34,0.23,59,0.40,ELEMENTARY,10 CLYDE RD,LYONS,NY,14489
LYONS CENTRAL SCHOOL,2012-2013,25,0.23,26,0.24,51,0.47,MIDDLE/HIGH,10 CLYDE RD,LYONS,NY,14489
MARION CENTRAL SCHOOL,2012-2013,44,0.18,49,0.20,93,0.38,DISTRICT TOTAL,4034 WARNER RD,MARION,NY,14505
MARION CENTRAL SCHOOL,2012-2013,25,0.17,26,0.18,51,0.35,ELEMENTARY,4034 WARNER RD,MARION,NY,14505
MARION CENTRAL SCHOOL,2012-2013,19,0.19,23,0.24,42,0.43,MIDDLE/HIGH,4034 WARNER RD,MARION,NY,14505
PALMYRA-MACEDON CENTRAL SCHOOL,2012-2013,102,0.16,93,0.14,195,0.30,DISTRICT TOTAL,151 HYDE PKY,PALMYRA,NY,14522
PALMYRA-MACEDON CENTRAL SCHOOL,2012-2013,53,0.14,39,0.10,92,0.24,ELEMENTARY,151 HYDE PKY,PALMYRA,NY,14522
PALMYRA-MACEDON CENTRAL SCHOOL,2012-2013,49,0.18,54,0.20,103,0.38,MIDDLE/HIGH,151 HYDE PKY,PALMYRA,NY,14522
NO ROSE-WOLCOTT CENT SCH,2012-2013,48,0.14,88,0.25,136,0.39,DISTRICT TOTAL,11631 SALTER COLVIN RD,WOLCOTT,NY,14590
NO ROSE-WOLCOTT CENT SCH,2012-2013,31,0.15,37,0.18,68,0.33,ELEMENTARY,11631 SALTER COLVIN RD,WOLCOTT,NY,14590
NO ROSE-WOLCOTT CENT SCH,2012-2013,17,0.13,37,0.29,54,0.42,MIDDLE/HIGH,11631 SALTER COLVIN RD,WOLCOTT,NY,14590
RED CREEK CENTRAL SCHOOL,2012-2013,42,0.18,46,0.20,88,0.38,DISTRICT TOTAL,6815 CHURCH ST,RED CREEK,NY,13143
RED CREEK CENTRAL SCHOOL,2012-2013,18,0.15,23,0.19,41,0.34,ELEMENTARY,6815 CHURCH ST,RED CREEK,NY,13143
RED CREEK CENTRAL SCHOOL,2012-2013,24,0.22,23,0.21,47,0.44,MIDDLE/HIGH,6815 CHURCH ST,RED CREEK,NY,13143
BEDFORD CENTRAL SCHOOL,2012-2013,260,0.16,262,0.16,522,0.32,DISTRICT TOTAL,632 S BEDFORD RD,BEDFORD,NY,10506
BEDFORD CENTRAL SCHOOL,2012-2013,157,0.16,166,0.16,323,0.32,ELEMENTARY,632 S BEDFORD RD,BEDFORD,NY,10506
BEDFORD CENTRAL SCHOOL,2012-2013,103,0.17,96,0.16,199,0.32,MIDDLE/HIGH,632 S BEDFORD RD,BEDFORD,NY,10506
CROTON HARMON U F S,2012-2013,77,0.12,77,0.12,154,0.23,DISTRICT TOTAL,10 GERSTEIN ST,CROTON ON HUDSON,NY,10520
CROTON HARMON U F S,2012-2013,44,0.12,43,0.12,87,0.23,ELEMENTARY,10 GERSTEIN ST,CROTON ON HUDSON,NY,10520
CROTON HARMON U F S,2012-2013,33,0.12,34,0.12,67,0.24,MIDDLE/HIGH,10 GERSTEIN ST,CROTON ON HUDSON,NY,10520
HENDRICK HUDSON CENTRAL SCHOOL,2012-2013,121,0.15,114,0.15,235,0.30,DISTRICT TOTAL,61 TROLLEY RD,MONTROSE,NY,10548
HENDRICK HUDSON CENTRAL SCHOOL,2012-2013,66,0.16,58,0.14,124,0.31,ELEMENTARY,61 TROLLEY RD,MONTROSE,NY,10548
HENDRICK HUDSON CENTRAL SCHOOL,2012-2013,55,0.15,56,0.15,111,0.29,MIDDLE/HIGH,61 TROLLEY RD,MONTROSE,NY,10548
BRONXVILLE UNION FREE SCHOOL,2012-2013,54,0.11,28,0.06,82,0.17,DISTRICT TOTAL,177 PONDFIELD RD,BRONXVILLE,NY,10708
BRONXVILLE UNION FREE SCHOOL,2012-2013,30,0.10,16,0.05,46,0.16,ELEMENTARY,177 PONDFIELD RD,BRONXVILLE,NY,10708
BRONXVILLE UNION FREE SCHOOL,2012-2013,24,0.12,12,0.06,36,0.18,MIDDLE/HIGH,177 PONDFIELD RD,BRONXVILLE,NY,10708
IRVINGTON UNION FREE SCHOOL,2012-2013,70,0.13,36,0.07,106,0.20,DISTRICT TOTAL,6 DOWS LN,IRVINGTON,NY,10533
IRVINGTON UNION FREE SCHOOL,2012-2013,37,0.12,13,0.04,50,0.16,ELEMENTARY,6 DOWS LN,IRVINGTON,NY,10533
IRVINGTON UNION FREE SCHOOL,2012-2013,33,0.14,23,0.10,56,0.24,MIDDLE/HIGH,6 DOWS LN,IRVINGTON,NY,10533
DOBBS FERRY UNION FREE SCHOOL,2012-2013,40,0.11,41,0.11,81,0.21,DISTRICT TOTAL,505 BROADWAY,DOBBS FERRY,NY,10522
DOBBS FERRY UNION FREE SCHOOL,2012-2013,26,0.11,24,0.10,50,0.21,ELEMENTARY,505 BROADWAY,DOBBS FERRY,NY,10522
DOBBS FERRY UNION FREE SCHOOL,2012-2013,14,0.10,17,0.12,31,0.22,MIDDLE/HIGH,505 BROADWAY,DOBBS FERRY,NY,10522
HASTINGS ON HUDSON U F S,2012-2013,65,0.13,35,0.07,100,0.19,DISTRICT TOTAL,27 FARRAGUT AVE,HASTINGS ON HUDSON,NY,10706
HASTINGS ON HUDSON U F S,2012-2013,39,0.14,14,0.05,53,0.19,ELEMENTARY,27 FARRAGUT AVE,HASTINGS ON HUDSON,NY,10706
HASTINGS ON HUDSON U F S,2012-2013,26,0.11,21,0.09,47,0.19,MIDDLE/HIGH,27 FARRAGUT AVE,HASTINGS ON HUDSON,NY,10706
ARDSLEY UNION FREE SCHOOL,2012-2013,86,0.13,80,0.12,166,0.26,DISTRICT TOTAL,500 FARM RD,ARDSLEY,NY,10502
ARDSLEY UNION FREE SCHOOL,2012-2013,52,0.13,53,0.13,105,0.26,ELEMENTARY,500 FARM RD,ARDSLEY,NY,10502
ARDSLEY UNION FREE SCHOOL,2012-2013,34,0.15,27,0.12,61,0.26,MIDDLE/HIGH,500 FARM RD,ARDSLEY,NY,10502
GREENBURGH CENTRAL SCHOOL,2012-2013,86,0.17,124,0.24,210,0.41,DISTRICT TOTAL,475 W HARTSDALE AVE-ADMIN BLDG,HARTSDALE,NY,10530
GREENBURGH CENTRAL SCHOOL,2012-2013,62,0.14,93,0.22,155,0.36,ELEMENTARY,475 W HARTSDALE AVE-ADMIN BLDG,HARTSDALE,NY,10530
GREENBURGH CENTRAL SCHOOL,2012-2013,19,0.20,31,0.33,50,0.54,MIDDLE/HIGH,475 W HARTSDALE AVE-ADMIN BLDG,HARTSDALE,NY,10530
HARRISON CENTRAL SCHOOL,2012-2013,130,0.13,85,0.08,215,0.21,DISTRICT TOTAL,50 UNION AVE,HARRISON,NY,10528
HARRISON CENTRAL SCHOOL,2012-2013,168,0.23,84,0.12,252,0.35,ELEMENTARY,50 UNION AVE,HARRISON,NY,10528
HARRISON CENTRAL SCHOOL,2012-2013,39,0.12,28,0.09,67,0.21,MIDDLE/HIGH,50 UNION AVE,HARRISON,NY,10528
MT PLEASANT CENTRAL SCHOOL,2012-2013,114,0.17,79,0.12,193,0.29,DISTRICT TOTAL,825 WESTLAKE DR,THORNWOOD,NY,10594
MT PLEASANT CENTRAL SCHOOL,2012-2013,65,0.15,51,0.12,116,0.27,ELEMENTARY,825 WESTLAKE DR,THORNWOOD,NY,10594
MT PLEASANT CENTRAL SCHOOL,2012-2013,49,0.21,28,0.12,77,0.33,MIDDLE/HIGH,825 WESTLAKE DR,THORNWOOD,NY,10594
VALHALLA UNION FREE SCHOOL,2012-2013,75,0.15,62,0.12,137,0.27,DISTRICT TOTAL,316 COLUMBUS AVE,VALHALLA,NY,10595
VALHALLA UNION FREE SCHOOL,2012-2013,46,0.15,35,0.12,81,0.27,ELEMENTARY,316 COLUMBUS AVE,VALHALLA,NY,10595
VALHALLA UNION FREE SCHOOL,2012-2013,29,0.15,27,0.14,56,0.28,MIDDLE/HIGH,316 COLUMBUS AVE,VALHALLA,NY,10595
PLEASANTVILLE U F S,2012-2013,64,0.13,37,0.08,101,0.21,DISTRICT TOTAL,60 ROMER AVE,PLEASANTVILLE,NY,10570
PLEASANTVILLE U F S,2012-2013,31,0.12,19,0.07,50,0.19,ELEMENTARY,60 ROMER AVE,PLEASANTVILLE,NY,10570
PLEASANTVILLE U F S,2012-2013,35,0.17,17,0.08,52,0.26,MIDDLE/HIGH,60 ROMER AVE,PLEASANTVILLE,NY,10570
MOUNT VERNON CITY SCHOOLS,2012-2013,289,0.16,296,0.16,585,0.32,DISTRICT TOTAL,165 N COLUMBUS AVE,MOUNT VERNON,NY,10553
MOUNT VERNON CITY SCHOOLS,2012-2013,206,0.17,195,0.16,401,0.33,ELEMENTARY,165 N COLUMBUS AVE,MOUNT VERNON,NY,10553
MOUNT VERNON CITY SCHOOLS,2012-2013,83,0.14,101,0.16,184,0.30,MIDDLE/HIGH,165 N COLUMBUS AVE,MOUNT VERNON,NY,10553
NEW ROCHELLE CITY SCHOOLS,2012-2013,613,0.17,672,0.19,1285,0.35,DISTRICT TOTAL,515 NORTH AVE,NEW ROCHELLE,NY,10801
NEW ROCHELLE CITY SCHOOLS,2012-2013,343,0.16,418,0.19,761,0.35,ELEMENTARY,515 NORTH AVE,NEW ROCHELLE,NY,10801
NEW ROCHELLE CITY SCHOOLS,2012-2013,270,0.19,254,0.18,524,0.37,MIDDLE/HIGH,515 NORTH AVE,NEW ROCHELLE,NY,10801
NORTH SALEM CENTRAL SCHOOL DISTRICT,2012-2013,48,0.12,40,0.10,88,0.22,DISTRICT TOTAL,230  JUNE RD,NORTH SALEM,NY,10560
NORTH SALEM CENTRAL SCHOOL DISTRICT,2012-2013,27,0.11,19,0.08,46,0.19,ELEMENTARY,230  JUNE RD,NORTH SALEM,NY,10560
NORTH SALEM CENTRAL SCHOOL DISTRICT,2012-2013,21,0.14,21,0.14,42,0.27,MIDDLE/HIGH,230  JUNE RD,NORTH SALEM,NY,10560
PELHAM UNION FREE SCHOOL,2012-2013,74,0.12,66,0.10,140,0.22,DISTRICT TOTAL,18 FRANKLIN PL,PELHAM,NY,10803
PELHAM UNION FREE SCHOOL,2012-2013,43,0.09,49,0.10,92,0.19,ELEMENTARY,18 FRANKLIN PL,PELHAM,NY,10803
PELHAM UNION FREE SCHOOL,2012-2013,31,0.18,17,0.10,48,0.28,MIDDLE/HIGH,18 FRANKLIN PL,PELHAM,NY,10803
RYE NECK UNION FREE SCHOOL,2012-2013,177,0.28,55,0.09,232,0.36,DISTRICT TOTAL,310 HORNIDGE RD,MAMARONECK,NY,10543
RYE NECK UNION FREE SCHOOL,2012-2013,41,0.13,31,0.10,72,0.22,ELEMENTARY,310 HORNIDGE RD,MAMARONECK,NY,10543
RYE NECK UNION FREE SCHOOL,2012-2013,30,0.15,24,0.12,54,0.26,MIDDLE/HIGH,310 HORNIDGE RD,MAMARONECK,NY,10543
SCARSDALE UNION FREE SCHOOL,2012-2013,112,0.09,63,0.05,175,0.14,DISTRICT TOTAL,2 BREWSTER RD,SCARSDALE,NY,10583
SCARSDALE UNION FREE SCHOOL,2012-2013,42,0.07,26,0.04,68,0.10,ELEMENTARY,2 BREWSTER RD,SCARSDALE,NY,10583
SCARSDALE UNION FREE SCHOOL,2012-2013,70,0.12,37,0.06,107,0.18,MIDDLE/HIGH,2 BREWSTER RD,SCARSDALE,NY,10583
SOMERS CENTRAL SCHOOL,2012-2013,124,0.14,84,0.10,208,0.24,DISTRICT TOTAL,334 RT 202,SOMERS,NY,10589
SOMERS CENTRAL SCHOOL,2012-2013,65,0.14,40,0.09,105,0.23,ELEMENTARY,334 RT 202,SOMERS,NY,10589
SOMERS CENTRAL SCHOOL,2012-2013,59,0.14,44,0.11,103,0.25,MIDDLE/HIGH,334 RT 202,SOMERS,NY,10589
LETCHWORTH CENT SCH AT GAINESVILLE,2012-2013,50,0.18,57,0.21,107,0.39,DISTRICT TOTAL,5550 SCHOOL RD,GAINESVILLE,NY,14066
LETCHWORTH CENT SCH AT GAINESVILLE,2012-2013,32,0.18,32,0.18,64,0.35,ELEMENTARY,5550 SCHOOL RD,GAINESVILLE,NY,14066
LETCHWORTH CENT SCH AT GAINESVILLE,2012-2013,18,0.20,25,0.28,43,0.48,MIDDLE/HIGH,5550 SCHOOL RD,GAINESVILLE,NY,14066
WYOMING CENTRAL SCHOOL,2012-2013,,,,,,,DISTRICT TOTAL,1225 RT 19,WYOMING,NY,14591
WYOMING CENTRAL SCHOOL,2012-2013,,,,,,,ELEMENTARY,1225 RT 19,WYOMING,NY,14591
WYOMING CENTRAL SCHOOL,2012-2013,,,,,,,MIDDLE/HIGH,1225 RT 19,WYOMING,NY,14591
WARSAW CENTRAL SCHOOL,2012-2013,50,0.15,58,0.18,108,0.33,DISTRICT TOTAL,153 W BUFFALO ST,WARSAW,NY,14569
WARSAW CENTRAL SCHOOL,2012-2013,29,0.14,35,0.17,64,0.31,ELEMENTARY,153 W BUFFALO ST,WARSAW,NY,14569
WARSAW CENTRAL SCHOOL,2012-2013,21,0.18,23,0.20,44,0.37,MIDDLE/HIGH,153 W BUFFALO ST,WARSAW,NY,14569
DUNDEE CENTRAL SCHOOL,2012-2013,54,0.20,68,0.25,122,0.45,DISTRICT TOTAL,55 WATER ST,DUNDEE,NY,14837
DUNDEE CENTRAL SCHOOL,2012-2013,37,0.24,34,0.22,71,0.46,ELEMENTARY,55 WATER ST,DUNDEE,NY,14837
DUNDEE CENTRAL SCHOOL,2012-2013,17,0.14,34,0.29,51,0.43,MIDDLE/HIGH,55 WATER ST,DUNDEE,NY,14837
STATEWIDE (EXCLUDING NYC),2010-2012,77813,0.16,84578,0.18,162391,0.34,DISTRICT TOTAL,,,,
